Entry_Time,Symbol,TF_Combo,Trade_Type,Weekly_Expiry,Future_Price,Sell_Leg,Buy_Leg,Sell_Entry_Price,Buy_Entry_Price,Net_Credit_Received,Stop_Loss,Take_Profit_Target
2026-07-13 14:48,NIFTY,3min/15min,Bull Put Spread,2026-07-14,24269.9,24250 PE,24150 PE,93.1,53.25,39.85,107.06,11.96
2026-07-14 10:18,NIFTY,3min/15min,Bear Call Spread,2026-07-14,24069.0,24050 CE,24150 CE,46.05,14.15,31.9,52.96,9.57
2026-07-14 12:45,NIFTY,3min/15min,Bear Call Spread,2026-07-14,24066.6,24050 CE,24150 CE,41.55,8.25,33.3,47.78,9.99
2026-07-15 09:18,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24165.0,24150 PE,24050 PE,170.55,125.45,45.1,196.13,13.53
2026-07-15 10:15,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24215.0,24200 PE,24100 PE,158.75,116.0,42.75,182.56,12.82
2026-07-15 11:54,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24194.8,24200 PE,24100 PE,166.35,120.95,45.4,191.3,13.62
2026-07-15 12:54,NIFTY,3min/15min,Bear Call Spread,2026-07-21,24028.7,24050 CE,24150 CE,187.55,134.65,52.9,215.68,15.87
2026-07-16 13:24,NIFTY,3min/15min,Bear Call Spread,2026-07-21,24117.5,24100 CE,24200 CE,133.45,86.3,47.15,153.47,14.14
2026-07-16 13:39,NIFTY,3min/15min,Bear Call Spread,2026-07-21,24063.3,24050 CE,24150 CE,135.75,90.0,45.75,156.11,13.72
2026-07-17 09:15,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24161.4,24150 PE,24050 PE,140.1,95.5,44.6,161.11,13.38
2026-07-17 12:21,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24255.0,24250 PE,24150 PE,140.1,97.2,42.9,161.11,12.87
2026-07-17 14:42,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24305.6,24300 PE,24200 PE,132.9,91.4,41.5,152.84,12.45
2026-07-17 15:24,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24330.0,24350 PE,24250 PE,144.4,100.2,44.2,166.06,13.26
2026-07-21 12:42,NIFTY,3min/15min,Bear Call Spread,2026-07-21,24171.0,24150 CE,24250 CE,43.1,7.5,35.6,49.56,10.68
2026-07-21 15:21,NIFTY,3min/15min,Bull Put Spread,2026-07-21,24185.6,24200 PE,24100 PE,12.55,0.05,12.5,14.43,3.75
2026-07-22 09:15,NIFTY,3min/15min,Bear Call Spread,2026-07-28,24060.0,24050 CE,24150 CE,0.0,0.0,0.0,0.0,0.0
2026-07-22 12:15,NIFTY,3min/15min,Bear Call Spread,2026-07-28,23977.1,24000 CE,24100 CE,0.0,0.0,0.0,0.0,0.0
2026-07-22 14:27,NIFTY,3min/15min,Bear Call Spread,2026-07-28,23961.0,23950 CE,24050 CE,0.0,0.0,0.0,0.0,0.0
2026-07-23 12:42,NIFTY,3min/15min,Bear Call Spread,2026-07-28,23842.0,23850 CE,23950 CE,0.0,0.0,0.0,0.0,0.0
2026-07-24 12:45,NIFTY,3min/15min,Bull Put Spread,2026-07-28,23829.0,23850 PE,23750 PE,0.0,0.0,0.0,0.0,0.0
2026-06-30 15:00,NIFTY,5min/30min,Bear Call Spread,2026-06-30,23853.4,23850 CE,23950 CE,17.2,0.65,16.55,19.78,4.96
2026-07-01 10:20,NIFTY,5min/30min,Bull Put Spread,2026-07-07,24129.2,24150 PE,24050 PE,220.25,166.4,53.85,253.29,16.16
2026-07-01 14:55,NIFTY,5min/30min,Bull Put Spread,2026-07-07,24119.0,24100 PE,24000 PE,180.8,131.55,49.25,207.92,14.77
2026-07-03 11:30,NIFTY,5min/30min,Bull Put Spread,2026-07-07,24409.3,24400 PE,24300 PE,128.3,79.4,48.9,147.54,14.67
2026-07-06 10:25,NIFTY,5min/30min,Bull Put Spread,2026-07-07,24472.1,24450 PE,24350 PE,100.75,52.4,48.35,115.86,14.5
2026-07-07 12:00,NIFTY,5min/30min,Bull Put Spread,2026-07-07,24560.0,24550 PE,24450 PE,52.95,11.3,41.65,60.89,12.49
2026-07-07 15:00,NIFTY,5min/30min,Bear Call Spread,2026-07-07,24465.2,24450 CE,24550 CE,2.1,0.2,1.9,2.42,0.57
2026-07-08 12:10,NIFTY,5min/30min,Bear Call Spread,2026-07-14,24251.0,24250 CE,24350 CE,120.1,80.05,40.05,138.11,12.01
2026-07-08 14:35,NIFTY,5min/30min,Bear Call Spread,2026-07-14,23903.5,23900 CE,24000 CE,192.6,145.2,47.4,221.49,14.22
2026-07-08 14:50,NIFTY,5min/30min,Bear Call Spread,2026-07-14,23874.4,23850 CE,23950 CE,186.55,139.0,47.55,214.53,14.26
2026-07-09 15:05,NIFTY,5min/30min,Bear Call Spread,2026-07-14,23999.0,24000 CE,24100 CE,116.1,76.45,39.65,133.51,11.89
2026-07-10 14:25,NIFTY,5min/30min,Bull Put Spread,2026-07-14,24238.0,24250 PE,24150 PE,126.1,79.3,46.8,145.01,14.04
2026-07-13 09:15,NIFTY,5min/30min,Bear Call Spread,2026-07-14,24051.0,24050 CE,24150 CE,65.7,30.5,35.2,75.55,10.56
2026-07-13 12:40,NIFTY,5min/30min,Bull Put Spread,2026-07-14,24240.0,24250 PE,24150 PE,118.7,71.85,46.85,136.5,14.05
2026-07-14 14:50,NIFTY,5min/30min,Bear Call Spread,2026-07-14,24011.1,24000 CE,24100 CE,32.25,1.65,30.6,37.09,9.18
2026-07-14 15:20,NIFTY,5min/30min,Bear Call Spread,2026-07-14,24021.0,24000 CE,24100 CE,51.8,0.1,51.7,59.57,15.51
2026-07-15 10:15,NIFTY,5min/30min,Bull Put Spread,2026-07-21,24218.0,24200 PE,24100 PE,158.75,116.0,42.75,182.56,12.82
2026-07-16 12:25,NIFTY,5min/30min,Bull Put Spread,2026-07-21,24190.7,24200 PE,24100 PE,147.25,101.35,45.9,169.34,13.77
2026-07-20 15:15,NIFTY,5min/30min,Bull Put Spread,2026-07-21,24257.7,24250 PE,24150 PE,73.5,36.95,36.55,84.52,10.96
2026-07-21 11:20,NIFTY,5min/30min,Bear Call Spread,2026-07-21,24185.2,24200 CE,24300 CE,28.7,6.25,22.45,33.0,6.73
2026-07-21 12:45,NIFTY,5min/30min,Bear Call Spread,2026-07-21,24174.0,24150 CE,24250 CE,43.5,7.5,36.0,50.02,10.8
2026-07-21 13:55,NIFTY,5min/30min,Bear Call Spread,2026-07-21,24161.4,24150 CE,24250 CE,33.25,2.9,30.35,38.24,9.11
2026-07-22 10:20,NIFTY,5min/30min,Bear Call Spread,2026-07-28,24000.0,24000 CE,24100 CE,0.0,0.0,0.0,0.0,0.0
2026-07-23 13:10,NIFTY,5min/30min,Bear Call Spread,2026-07-28,23825.0,23800 CE,23900 CE,0.0,0.0,0.0,0.0,0.0
2026-07-02 14:10,NIFTY,10min/60min,Bull Put Spread,2026-07-07,24222.8,24200 PE,24100 PE,137.25,91.5,45.75,157.84,13.72
2026-07-06 11:50,NIFTY,10min/60min,Bull Put Spread,2026-07-07,24476.2,24500 PE,24400 PE,127.9,68.3,59.6,147.09,17.88
2026-07-07 11:20,NIFTY,10min/60min,Bull Put Spread,2026-07-07,24560.8,24550 PE,24450 PE,65.3,16.85,48.45,75.09,14.54
2026-07-13 14:00,NIFTY,10min/60min,Bull Put Spread,2026-07-14,24234.3,24250 PE,24150 PE,124.25,73.85,50.4,142.89,15.12
2026-07-17 09:20,NIFTY,10min/60min,Bull Put Spread,2026-07-21,24198.0,24200 PE,24100 PE,143.3,98.85,44.45,164.79,13.34
2026-07-22 12:10,NIFTY,10min/60min,Bear Call Spread,2026-07-28,23957.3,23950 CE,24050 CE,0.0,0.0,0.0,0.0,0.0
